session_id,response_id,expense_category,expense,age_suggested,age_selected,age_changed,gender_suggested,gender_selected,gender_changed,race_suggested,race_selected,race_changed,profession_suggested,profession_selected,profession_changed,profession_option_1,profession_option_2,profession_option_3,profession_option_4,task_submit_time
37QW5D2ZRGMG6PUBDX4UU4HGVYRS8K,de4181fd-74d5-49c5-b69b-160b7eaaff93,education,school teacher's pay,25,25,0,male,female,1,white,black,1,journalist,insurance salesperson,1,insurance salesperson,union leader,journalist,pharmacist,24:41.6
39LOEL67OS5CM89WNI3TMW945J683Q,0c693f88-f543-4752-8fb9-bfca3f25fe54,environmental protections,parks construction and maintenance,25,25,0,female,female,0,black,black,0,pharmacist,journalist,1,pharmacist,police officer,advertising practitioner,journalist,34:17.9
3OWEPKL089CFQYXNVWV2HABFYOX7N3,c9767861-4465-4062-ada8-9d16ea4e43dc,education,school text books,25,25,0,male,male,0,white,white,0,advertising practitioner,journalist,1,journalist,advertising practitioner,nurse,state governor,45:23.5
3TS1AR6UQQE326K6X8CP9526XHFF7D,b2f5b2c6-6f76-4ecc-872d-f0ab60fe0b75,scientific and medical research,medical vaccine research,25,45,1,male,female,1,asian,asian,0,stockbroker,state governor,1,stockbroker,state governor,engineer,clergy,29:29.6
3NKQQ8O39Y582XI6JAAAVXD5SODUDH,fe43e8d4-6f1b-4f17-9f85-eb66f8657dff,scientific and medical research,cancer research,75,75,0,female,female,0,latino,latino,0,clergy,clergy,0,pharmacist,clergy,advertising practitioner,congress member,47:48.5
323Q6SJS8IG0VVQIAHY10IR09S4FHM,9a77bc6e-5958-415e-8bf3-0dc7f0bd1031,health services,public employees health insurance,25,45,1,male,female,1,white,black,1,stockbroker,state governor,1,engineer,state governor,stockbroker,journalist,51:42.2
3IO1LGZLK9XBJRWE6K1RTZLOFE068U,57ed03f6-c2e8-4dbc-88c0-f16a6a7784c2,education,school psychological services,75,75,0,male,female,1,black,black,0,police officer,police officer,0,lawyer,stockbroker,engineer,police officer,54:34.3
3MX2NQ3YC9U5FOX8993EHSOH9W85X2,361de387-4a29-4518-af03-9f2ad3e1cfc5,debt,national debt,75,45,1,female,female,0,black,black,0,union leader,stockbroker,1,pharmacist,stockbroker,journalist,union leader,15:38.8
31IBVUNM9SZ5DWL2F6F5FJI9IFEFVS,a1a635d5-2ccf-40b4-b677-70e2eaaf2b44,debt,national debt,25,45,1,male,male,0,latino,latino,0,insurance salesperson,state governor,1,insurance salesperson,lawyer,pharmacist,state governor,11:11.3
31IBVUNM9SZ5DWL2F6F5FJI9IFEFVS,0c7c6d29-d888-4ab8-a7e0-24ad02c004a6,environmental protections,solar panel farms,25,45,1,female,female,0,latino,latino,0,union leader,business executive,1,university professor,business executive,union leader,nurse,12:39.1
3NGMS9VZTLIGHZZCFRA1XXFNVIWFF5,3a83c33a-136a-48fd-9f70-d5138ee31bfb,education,school tuition support,25,45,1,male,female,1,asian,asian,0,pharmacist,congress member,1,insurance salesperson,pharmacist,lawyer,congress member,05:51.9
33UKMF9319K0J9ZE5VKFV59PDZITT3,e887f4a2-cec6-4ffa-b9f6-add76ae89e97,health services,school health services,45,25,1,male,female,1,white,latino,1,university professor,doctor,1,state governor,university professor,doctor,business executive,42:00.8
3IO1LGZLK9XBJRWE6K1RTZLOF3G68O,4e88f006-3575-4551-a5d7-1e81a457fc88,health services,school health services,75,45,1,female,female,0,asian,white,1,lawyer,nurse,1,state governor,nurse,stockbroker,lawyer,08:50.5
3P59JYT76LK6ZA51MG0JUI0ZBICT28,c41bf94a-c8c2-4ea2-b38c-a3eddf57d6f5,public assistance,surviving children and spouses of deceased workers,25,25,0,female,male,1,asian,white,1,lawyer,nurse,1,lawyer,nurse,business executive,state governor,59:35.0
33FBRBDW6OZ0Z85FGBEUFZDY9VBC8G,22a7935d-4f85-4c8b-bbc4-f4f1e5c65725,debt,national debt,45,45,0,male,male,0,asian,asian,0,university professor,university professor,0,union leader,doctor,university professor,advertising practitioner,28:33.1
34PGFRQONOBYXN73O6BMGJTFJ9CWJU,72075761-aac3-41c4-906f-2bf8e0247912,defense,U.S. Customs and Border Protection (CBP),45,25,1,female,female,0,white,latino,1,stockbroker,nurse,1,stockbroker,congress member,journalist,nurse,45:34.6
3ZWFC4W1UU7DKP4L6MAVEMT6Y5OFRF,7e49e0d4-6706-464f-b9ad-cdc3a4372a3d,scientific and medical research,artificial intelligence research,75,75,0,female,female,0,white,white,0,congress member,congress member,0,doctor,congress member,university professor,business executive,31:14.4
3GLB5JMZFXVPXFHBZ5LTRICEK63DGM,cdedcffd-624e-4e31-9835-0f13f5ee9042,health services,public employees health insurance,75,25,1,female,female,0,asian,latino,1,state governor,business executive,1,business executive,journalist,state governor,engineer,41:51.1
3DI28L7YXAEXL658DHBAQDQTIDE1E0,dfc529f5-1361-4902-b041-7b7d3e0b9dfd,environmental protections,animal habitat protection,75,45,1,male,female,1,black,white,1,journalist,nurse,1,police officer,stockbroker,nurse,journalist,27:45.2
3PMBY0YE2730DDOPL3K8FV89VBKC9I,22c0c569-124d-4adf-b096-edd0d388af6e,debt,national debt,45,45,0,male,male,0,white,white,0,union leader,union leader,0,pharmacist,advertising practitioner,union leader,journalist,49:18.5
39LNWE0K4UWPA8YSBOBLMUTIK0XIUX,aa5e57df-1da4-4271-9b35-6e098a62367e,environmental protections,natutal disaster risk reduction,75,75,0,male,male,0,white,white,0,clergy,congress member,1,nurse,congress member,business executive,clergy,13:50.3
3YMU66OBIN869VMDL14JI3RCCJGGHO,c048236b-3104-4612-8f5d-8dcc9dfe070d,education,school safety service equipment,45,45,0,male,male,0,latino,black,1,clergy,clergy,0,nurse,insurance salesperson,state governor,clergy,02:26.8
39GXDJN2OTEWYHBF7S9Z5R1NVB18V4,38ee0e14-cabc-4bbf-961d-e052e5a049cc,public assistance,food stamps,25,25,0,male,male,0,white,white,0,police officer,pharmacist,1,clergy,pharmacist,stockbroker,police officer,14:26.1
3YOH7BII097GTIDGGH62VWAEP7KVKQ,d263e632-ca26-4a65-b6df-7d618002c957,education,school psychological services,75,25,1,female,female,0,white,white,0,clergy,clergy,0,pharmacist,clergy,police officer,insurance salesperson,43:17.9
3MTMREQS4VINWU4ZU0Y9NKQWT5JWAH,36258c00-815f-4f7d-9ffc-7e1476d7c556,defense,U.S. Customs and Border Protection (CBP),25,45,1,male,male,0,white,white,0,journalist,congress member,1,insurance salesperson,pharmacist,journalist,congress member,12:40.8
373ERPL3YO8N3UMM16FKVQ87P2YRTD,3b65825e-75ef-4635-8d85-028b132bd4d6,scientific and medical research,cancer research,75,45,1,female,female,0,latino,latino,0,business executive,engineer,1,business executive,clergy,state governor,engineer,17:20.8
373ERPL3YO8N3UMM16FKVQ87P2YRTD,cfad8917-9c56-43e9-9c06-a5757b4869e2,scientific and medical research,climate change research,45,45,0,male,male,0,latino,white,1,lawyer,doctor,1,lawyer,business executive,doctor,union leader,14:42.2
382M9COHEHFDU3W6F5LU1FVQTB2UEL,1439d9bf-27c9-4a9f-ac35-1c1e86fe1c2d,scientific and medical research,renewable energy research,45,45,0,female,female,0,latino,latino,0,insurance salesperson,engineer,1,engineer,lawyer,insurance salesperson,police officer,59:28.2
3Y54SXRO1LLFJME350AP01VRWEVTU2,5247b046-d852-4f3d-b6e0-32a5010f0aae,scientific and medical research,artificial intelligence research,25,25,0,male,male,0,asian,white,1,nurse,congress member,1,nurse,insurance salesperson,congress member,journalist,25:03.9
3NG53N1RLVJJTXEJLG00ZZC5A3T8P9,709754af-05b8-47b0-ab16-d24c64bf7d73,environmental protections,parks construction and maintenance,25,45,1,male,male,0,white,white,0,police officer,engineer,1,journalist,insurance salesperson,police officer,engineer,32:15.5
3OWEPKL089CFQYXNVWV2HABFZKF7NE,e8b7adee-fd25-4c7f-8244-d1d58b68f677,public assistance,low-income childcare assistance,75,45,1,male,male,0,white,white,0,clergy,congress member,1,congress member,stockbroker,engineer,clergy,25:40.0
3GA6AFUKOOO5FJAPQMXZZ92366FH33,dee534c4-78b8-4477-b182-3a6e0589853e,environmental protections,parks construction and maintenance,75,45,1,female,female,0,black,black,0,state governor,state governor,0,lawyer,state governor,advertising practitioner,nurse,12:00.0
3HPZF4IVNMTFEEWXTFCOEC103JPYCA,8b3b525d-2f80-4831-8bd2-315699d4c153,debt,national debt,75,45,1,female,female,0,latino,latino,0,police officer,lawyer,1,nurse,police officer,lawyer,stockbroker,28:26.9
30ZX6P7VF8VCL79WAMMFSCDQFKO2JP,d0efe285-0c74-4d76-880b-c10e4baf2aa6,education,school teacher's pay,75,45,1,female,male,1,latino,asian,1,union leader,insurance salesperson,1,lawyer,insurance salesperson,union leader,doctor,46:14.8
3Q5ZZ9ZEVOFF0NW011RM1T7OJ3Y58Q,7dbc95ea-d3f8-49bb-814c-5e12dc7db981,health services,veterans' medical care,45,75,1,male,male,0,latino,black,1,university professor,university professor,0,university professor,police officer,advertising practitioner,nurse,56:20.7
34QN5IT0TZRG5GAZ4VLAKYBX2BA08J,ba078f58-71e0-4d79-b91c-d74ccf3cf1a5,education,school special education supplies,45,45,0,male,female,1,black,white,1,engineer,engineer,0,engineer,stockbroker,university professor,congress member,26:45.2
32UTUBMZ7GWF0F9MA4T9WTRO4J7BVW,e32eebf4-2840-491f-9d4c-bee186104762,education,school psychological services,45,45,0,female,female,0,asian,asian,0,lawyer,lawyer,0,congress member,stockbroker,lawyer,engineer,21:00.2
3X66WABAJWIRFNFE6GFHE9Q2T7WG31,874c1ee8-cdb4-4c66-8798-2a25cb001006,health services,public health activities ,25,45,1,male,male,0,asian,asian,0,state governor,journalist,1,nurse,journalist,advertising practitioner,state governor,43:01.4
3LOTDFNYA7ZISLL75GK11L1NOGOFWT,9f08de9e-c5d2-4a91-9bf5-5ba8e138d48b,public assistance,surviving children and spouses of deceased workers,45,45,0,male,male,0,asian,latino,1,business executive,university professor,1,doctor,state governor,business executive,university professor,49:03.1
3ZV9H2YQQD7NC95ELLJZ0CCQMYBW3A,07d8abf8-6aa3-465a-b9b8-2c4284adf696,health services,Medicare,45,45,0,female,female,0,white,white,0,clergy,doctor,1,clergy,union leader,advertising practitioner,doctor,13:21.1
3RJSC4XJ10UXIYRX6XE78E160L905H,854dd6ef-e371-43d6-b4a0-e72768a95163,debt,national debt,45,45,0,male,female,1,white,black,1,insurance salesperson,journalist,1,insurance salesperson,engineer,union leader,journalist,28:09.1
304SM51WA34Z8NSIG9O4L67H4DVBS4,9e4d1e62-d806-47c0-902a-b6acea94d917,debt,national debt,45,45,0,female,male,1,white,white,0,pharmacist,journalist,1,pharmacist,journalist,congress member,advertising practitioner,31:06.5
304SM51WA34Z8NSIG9O4L67H4DVBS4,eed7d8d5-b78d-47fd-87bc-44752f6d4a10,debt,national debt,45,75,1,female,male,1,latino,white,1,doctor,stockbroker,1,doctor,stockbroker,police officer,clergy,31:21.2
3YHH42UU5BFBKNUIYKUEP3X3LFPL0D,de639fc3-8067-4418-85bf-c17e60033f6f,health services,Children's Health Insurance Program (CHIP),25,25,0,female,female,0,white,white,0,journalist,journalist,0,advertising practitioner,state governor,engineer,journalist,21:30.6
324G5B4FB38C525GUQT46YF2RRA072,1f3f49b8-b87b-4341-a614-582ee6ad2a4c,health services,school health services,45,45,0,male,female,1,asian,white,1,pharmacist,pharmacist,0,business executive,congress member,pharmacist,clergy,55:53.1
37XITHEISW96HDKBFKKU6G83ZRARCQ,814151cf-7ba3-4002-bac5-d3f5c926ef52,public assistance,school meals,75,45,1,female,female,0,white,latino,1,police officer,nurse,1,police officer,lawyer,advertising practitioner,nurse,12:03.3
37W3JXSD668OSC22A6CPQ683X4QWYC,b799eff7-0321-44b7-969d-5f133d684bc6,education,school tuition support,75,45,1,female,male,1,white,white,0,nurse,congress member,1,nurse,congress member,business executive,journalist,15:00.9
33CUSNVVNNCYN5F2ZZYPDDHFJ8J887,139c56f6-c3e8-4a08-9fbd-67eaef703964,environmental protections,air quality protection,25,25,0,female,male,1,asian,asian,0,doctor,doctor,0,union leader,doctor,journalist,advertising practitioner,10:08.3
3QECW5O0KH1YY7OO4Z2HSP3BXH0T5M,280c36ce-dd6b-49c3-9c81-526db6bebad5,environmental protections,"water quality protection in lakes, rivers, and streams",45,25,1,male,male,0,black,black,0,union leader,union leader,0,lawyer,union leader,pharmacist,stockbroker,31:14.0
3TPZPLC3M0CXS08D9Z548I4UV6L3PB,d0a69404-d3f2-4874-852c-6233560191af,scientific and medical research,artificial intelligence research,45,45,0,male,male,0,black,black,0,insurance salesperson,engineer,1,clergy,state governor,engineer,insurance salesperson,01:13.1
3BXQMRHWKZYB6ROJW39DEN0Z2W4MUF,e1b7c8a4-1d21-43a3-b7bb-8ddb689a3a0b,health services,Medicare,45,45,0,male,female,1,asian,white,1,engineer,business executive,1,engineer,business executive,congress member,university professor,49:52.9
3MMN5BL1WZ4R7XB0HJDCREAZOWY3MR,5a795502-3630-4f3d-8c9d-5d1fc51a1343,environmental protections,waste reduction and management,25,25,0,female,female,0,black,black,0,engineer,engineer,0,engineer,police officer,stockbroker,lawyer,12:49.0
3D4CH1LGEATDUP4UNPGR5MTOTQZ9GM,7760ad99-5b24-4a88-868c-9bc0c5db36e1,scientific and medical research,artificial intelligence research,75,45,1,female,male,1,asian,asian,0,journalist,journalist,0,stockbroker,congress member,journalist,pharmacist,00:05.2
30OG32W0SUB0ZDCXI498NK3WKBXNE1,ba8691a9-4378-4211-8624-66400761488f,health services,public health activities ,45,45,0,male,female,1,latino,latino,0,doctor,doctor,0,doctor,clergy,advertising practitioner,union leader,20:08.3
3YDGXNSEOZUX44S0NW8CW11AHJB48E,998db0a0-7f09-4709-b6d4-c78d635a838b,health services,Medicaid,45,75,1,female,female,0,white,white,0,university professor,doctor,1,advertising practitioner,doctor,university professor,union leader,46:12.4
3OB0CAO74HP6VM7DF7QPP3YGGBTYHI,53699674-7796-4f9e-b614-3362fff74bde,environmental protections,air quality protection,75,45,1,female,female,0,asian,asian,0,congress member,congress member,0,insurance salesperson,congress member,nurse,journalist,13:50.9
3OB0CAO74HP6VM7DF7QPP3YGGBTYHI,5b2d7c2a-aeb8-44d8-b14d-fdbdea315c9b,health services,Medicaid,45,45,0,male,female,1,white,black,1,university professor,nurse,1,university professor,insurance salesperson,nurse,congress member,12:09.7
3FIUS151DV2S9ZR21VM1X3FBXSQGGU,86ddb927-d49b-417a-8668-b5ea0be1a365,health services,Affordable Care Act,75,75,0,male,male,0,white,white,0,stockbroker,stockbroker,0,union leader,engineer,lawyer,stockbroker,43:42.2
39OWYR0EPKRMHQG7KH2PMIM30WGFY1,82d0097a-9a07-4286-a101-4dfe92bf6fb0,scientific and medical research,artificial intelligence research,75,25,1,female,female,0,black,black,0,advertising practitioner,police officer,1,university professor,advertising practitioner,police officer,nurse,12:48.5
3F6HPJW4JD0YRR9VHL5UH27YG54W2Y,f51ad122-7f89-4563-aa79-108c0febcd24,debt,national debt,45,75,1,female,female,0,asian,white,1,lawyer,lawyer,0,doctor,lawyer,stockbroker,union leader,59:00.2
3WMOAN2SRBXH1OYJDUYINORILJGVNM,12303b4f-9f31-4d2f-8960-ff51745e4b22,environmental protections,air quality protection,75,45,1,female,female,0,white,white,0,police officer,police officer,0,police officer,journalist,insurance salesperson,doctor,22:01.3
3IXQG4FA2TYH38WJ73OD4B2RBHZ9B3,bd675109-d2fe-49b7-88ff-c4ff9c4c5cc5,education,school psychological services,75,45,1,male,female,1,latino,asian,1,engineer,police officer,1,stockbroker,engineer,police officer,clergy,17:19.9
39K0FND3AHFRRIALQYSMEMO5V3KAMJ,7aad897a-6949-4f24-a709-c914695992d5,health services,public health activities ,25,45,1,female,male,1,white,black,1,insurance salesperson,nurse,1,nurse,insurance salesperson,lawyer,congress member,14:31.9
3E337GFOL98YJR8OOZZWNNO8XGSGN5,b366e63c-8121-4b1f-ab77-6f529430bc1d,debt,national debt,45,45,0,female,male,1,white,white,0,business executive,business executive,0,nurse,police officer,journalist,business executive,38:52.4
3QAPZX2QN4D5J18AOEC9A7YUGUQ02Q,678f37c4-2dd1-4b1d-a0e5-a2e3e15eba76,scientific and medical research,cybersecurity research,45,45,0,male,male,0,latino,latino,0,business executive,business executive,0,pharmacist,police officer,business executive,clergy,54:09.4
3JMSRU9HQIUD7IL6KVVZX1X97APVE9,04fe8745-9c6b-45ea-aa30-34345ade46d5,education,school computers,25,25,0,female,female,0,asian,asian,0,engineer,engineer,0,union leader,engineer,advertising practitioner,university professor,57:50.5
32N49TQG3GIAH54U4QTD1I7IMA1AVX,266b70fa-8dc0-4dad-b919-b3a97f524c2f,defense,U.S. Immigration and Customs Enforcement (ICE),75,75,0,male,male,0,black,asian,1,lawyer,engineer,1,state governor,lawyer,advertising practitioner,engineer,26:31.3
3E1QT0TDFP9RCBRF8LAGQ2BTPE28IG,1996bfe4-32a9-4d04-bd3a-e3910242b284,public assistance,food stamps,45,45,0,female,female,0,white,white,0,union leader,journalist,1,doctor,stockbroker,union leader,journalist,55:51.0
32SVAV9L3F9Q5W2BKGN7INFZV1OA32,3945c2b6-2492-4c0c-a052-287fe7cc414d,health services,Medicaid,25,45,1,female,female,0,white,white,0,advertising practitioner,university professor,1,congress member,advertising practitioner,pharmacist,university professor,52:36.0
3G2UL9A02DE7JDRVWF9LFZPT4BU675,59627098-fd04-49a9-9d95-42f6e4c8cbac,public assistance,school meals,75,45,1,male,female,1,black,white,1,union leader,nurse,1,union leader,university professor,advertising practitioner,nurse,21:18.5
3C5W7UE9CFQ3NVIE18K0YUZ3WNMMXQ,7745d060-7351-4859-b2a8-2b5dace3917b,public assistance,food stamps,25,25,0,female,female,0,asian,asian,0,university professor,university professor,0,stockbroker,university professor,doctor,congress member,40:54.1
3C5W7UE9CFQ3NVIE18K0YUZ3WNMMXQ,09fe17d1-3a4c-49d1-9875-fccdcf9d5e03,scientific and medical research,space exploration research,25,25,0,male,male,0,asian,asian,0,union leader,union leader,0,union leader,pharmacist,university professor,insurance salesperson,40:39.6
3WS1NTTKEYCPKVKMC9RGUQSJNIYF0U,b1acbd1f-29e1-4dd0-a536-37f244189b66,public assistance,low-income housing assitance,45,45,0,female,female,0,white,white,0,union leader,union leader,0,advertising practitioner,engineer,clergy,union leader,34:13.0
31LVTDXBL7AZKHEHSXDT9ZYQTY6RLK,e8a4569e-2c87-4711-862d-622e90e89ce7,environmental protections,solar panel farms,45,45,0,male,male,0,white,white,0,state governor,state governor,0,state governor,nurse,business executive,journalist,31:57.3
3R2UR8A0IAGRNY3QEOZDQYO8QB3XOT,57fe54f8-01fa-499b-acff-d07476cbeb19,scientific and medical research,artificial intelligence research,75,45,1,male,male,0,black,black,0,engineer,engineer,0,journalist,engineer,stockbroker,union leader,17:06.4
39KFRKBFINVGN3T0JKLF9CVHTLAOYC,834c52ac-b650-4804-8863-059ffea36327,health services,public employees health insurance,25,45,1,female,female,0,white,asian,1,nurse,nurse,0,police officer,university professor,stockbroker,nurse,52:21.9
3DQQ64TANGLUJYA1JJG6DFFRSRXWPB,60511581-dff9-4e5f-ace3-fc61be5e1960,environmental protections,natutal disaster risk reduction,25,75,1,female,male,1,white,latino,1,doctor,state governor,1,state governor,business executive,journalist,doctor,16:30.3
3JCG6DTRV3QAZDFU7NWPLVNF8C5QQA,db70f2ad-a7e1-4c49-86e8-a31bd7123968,defense,U.S. navy,45,25,1,female,female,0,asian,asian,0,union leader,union leader,0,university professor,union leader,engineer,stockbroker,21:16.3
3JCG6DTRV3QAZDFU7NWPLVNF8C5QQA,2561c3d1-ed47-4076-8115-fc87c988fb4f,education,school tuition support,45,45,0,male,female,1,asian,asian,0,nurse,nurse,0,nurse,clergy,state governor,insurance salesperson,16:51.4
3QJOXOW4XJRUHVRX63U8A5EWGHEEMC,c18d8e65-e157-4c91-bbfa-7b45515ce050,defense,defense contractors,25,25,0,female,female,0,asian,asian,0,clergy,clergy,0,nurse,clergy,state governor,business executive,01:41.6
3ON104KXQKW8U5OILZOIAH4WZPR4W4,a615230e-e059-44dd-aaf7-077ace18e2dd,defense,U.S. navy,25,45,1,male,male,0,white,asian,1,doctor,business executive,1,university professor,business executive,state governor,doctor,17:45.2
3GFK2QRXX9HQQOSIZ47SF9AA0U25W9,9df24c16-d824-415e-b98d-3afa00ba3173,education,school computers,25,25,0,male,male,0,asian,asian,0,advertising practitioner,advertising practitioner,0,state governor,advertising practitioner,engineer,journalist,24:33.6
3S06PH7KSR4ST0R8HM0QKV88IQJ1DR,9c7873be-2036-4b67-9086-2149e926413c,public assistance,commissions for persons with disabilities,25,25,0,male,female,1,latino,latino,0,clergy,nurse,1,police officer,clergy,advertising practitioner,nurse,51:49.1
3JMSRU9HQIUD7IL6KVVZX1X97ANEVQ,4be6e933-5fa1-4f34-a70d-04fcef653ca4,scientific and medical research,renewable energy research,75,75,0,female,female,0,asian,asian,0,pharmacist,pharmacist,0,union leader,business executive,pharmacist,clergy,36:40.0
3HWRJOOET52XFQ42Q0QUMED27A5SEI,702eeae1-3390-4d73-90b7-7f67d5f4a1bf,environmental protections,waste reduction and management,45,45,0,male,male,0,asian,asian,0,doctor,lawyer,1,doctor,lawyer,police officer,insurance salesperson,15:30.6
3HWRJOOET52XFQ42Q0QUMED27A5SEI,ff2992b4-a4d3-44b1-9c51-9ea1eda3f567,scientific and medical research,artificial intelligence research,45,45,0,male,male,0,white,white,0,journalist,doctor,1,doctor,business executive,state governor,journalist,13:21.0
3A9AA95ATWM06FVHNITXNF2E7X35PI,030b6f8c-56eb-4bc5-b900-b40027dd6e81,health services,Medicare,45,45,0,male,male,0,asian,asian,0,university professor,university professor,0,congress member,pharmacist,university professor,business executive,37:56.2
3IOEN3P9S7JT8RCT7ZSCEPYG0C516N,ce12f34f-e1f3-41d3-9a16-a1535ec02a5a,environmental protections,wind turbine farms,45,45,0,female,male,1,black,white,1,engineer,engineer,0,engineer,police officer,insurance salesperson,journalist,17:24.9
3ZAK8W07I4EE3DHC7YMFGQTMY6I0UM,fa343c16-55bc-4a05-be0a-7a8f87b61c08,defense,local police department,45,45,0,female,male,1,latino,black,1,business executive,university professor,1,union leader,doctor,university professor,business executive,24:24.5
3ZAK8W07I4EE3DHC7YMFGQTMY6I0UM,8873e687-4971-4c09-8bb5-09379b4b56bf,health services,Medicare,25,75,1,female,female,0,asian,asian,0,insurance salesperson,doctor,1,doctor,journalist,congress member,insurance salesperson,24:43.4
3ZR9AIQJUB9FMFNXSSVX3MVS069409,975e7137-bad6-4cfd-902d-58d361cd0f91,public assistance,surviving children and spouses of deceased workers,45,45,0,female,female,0,black,black,0,doctor,clergy,1,clergy,doctor,business executive,congress member,29:11.7
3OLQQLKKNSP4GNLC36HGUDMFAPAJE6,f47306f1-ae5f-4672-b918-00147a31c63e,education,school tuition support,25,25,0,male,female,1,latino,black,1,congress member,congress member,0,advertising practitioner,engineer,clergy,congress member,44:42.9
30OG32W0SUB0ZDCXI498NK3WMHRNE9,e2d0e9cb-61c6-4841-ac10-86c7ca7c7e10,health services,public health activities ,75,45,1,female,female,0,black,white,1,pharmacist,pharmacist,0,insurance salesperson,journalist,police officer,pharmacist,53:10.7
30IQTZXKAK66KHB7C3X20XSQRG90X7,62b0be48-b784-4786-adb1-b8d31907574f,defense,U.S. Customs and Border Protection (CBP),25,45,1,male,male,0,white,white,0,engineer,police officer,1,journalist,advertising practitioner,police officer,engineer,16:48.8
33IZTU6J8116LQVJL5GMA3Y9NGGXSW,b7beaf52-99bd-4a2c-b91a-ee66264c5fb9,environmental protections,air quality protection,25,45,1,male,male,0,black,latino,1,state governor,university professor,1,state governor,university professor,pharmacist,insurance salesperson,11:33.3
3EICBYG644WPJP1Y7FBL4PMCPACJCM,f4ce9842-206b-43eb-8a99-db467053a5a1,health services,public employees health insurance,75,75,0,female,female,0,black,black,0,doctor,doctor,0,stockbroker,lawyer,doctor,congress member,01:46.2
3C44YUNSI1PVASAA2OBGLRQ6LAUPDW,a8fe4496-7741-4d29-9615-97efcaeabe74,defense,U.S. Immigration and Customs Enforcement (ICE),45,45,0,female,female,0,latino,latino,0,engineer,engineer,0,advertising practitioner,state governor,engineer,clergy,33:00.8
3FPRZHYEPY7AXK59VBE3EATCG183VV,0ee3466f-e3a9-45fd-8d5f-b70f9d7fe7ec,health services,Affordable Care Act,75,75,0,male,male,0,latino,latino,0,insurance salesperson,insurance salesperson,0,journalist,doctor,insurance salesperson,state governor,02:46.2
34S6N1K2ZVJMVN0EWS1ZVVWK8BKLH3,36212486-b988-4a31-b209-3383edb91f93,defense,U.S. Customs and Border Protection (CBP),75,75,0,female,female,0,asian,asian,0,state governor,state governor,0,state governor,doctor,insurance salesperson,journalist,11:19.6
3ON104KXQKW8U5OILZOIAH4W1UT4WI,08e73c5c-cb96-43d2-85f6-30f2fd6f0156,scientific and medical research,space exploration research,25,25,0,male,male,0,asian,asian,0,doctor,doctor,0,insurance salesperson,union leader,doctor,university professor,55:32.5
33OOO72IVHLJXSX3J9PP6V9LPWKCT7,0146cd67-e9fa-43f4-9a4e-3915871dfd61,defense,U.S. Customs and Border Protection (CBP),25,25,0,female,male,1,white,latino,1,advertising practitioner,advertising practitioner,0,pharmacist,advertising practitioner,university professor,union leader,03:19.9
3EF8EXOTT1V5WMR0RIM1NT3LN3MJ1F,4c6bd0fc-25c6-44ce-b472-14a2b25970e6,health services,Affordable Care Act,25,45,1,female,male,1,white,white,0,pharmacist,pharmacist,0,pharmacist,advertising practitioner,state governor,lawyer,48:25.2
37WLF8U1WPQVESYFF9YUJ4UFAKNK6W,9eef424c-a1f5-4033-a9a6-fb702fc7494f,defense,U.S. Customs and Border Protection (CBP),25,25,0,female,female,0,white,white,0,stockbroker,stockbroker,0,lawyer,engineer,stockbroker,state governor,11:51.8
3ZAZR5XV01IFJ462P1E7SJA2ATCZCI,9746c083-641b-4185-a7e8-36f3d5c61959,defense,U.S. navy,25,45,1,male,male,0,latino,latino,0,lawyer,lawyer,0,doctor,business executive,police officer,lawyer,07:35.5
3ZAZR5XV01IFJ462P1E7SJA29DSZC1,c61e1740-e404-4f0f-b892-0a5e06cb9382,public assistance,veteran's benefits,45,45,0,male,male,0,black,black,0,police officer,police officer,0,nurse,journalist,stockbroker,police officer,12:25.4
39PAAFCODM0FW133AQKUWNXA9OQTVI,20bddbfa-abc7-45f5-a0c4-f36b66e521d2,health services,public employees health insurance,45,75,1,female,male,1,asian,latino,1,engineer,state governor,1,clergy,engineer,state governor,stockbroker,42:53.4
3WRFBPLXRAOXPFW0TKSC4TZZUJLN3J,25eaf94c-0f70-4fba-8df5-d3d55bc0e374,public assistance,surviving children and spouses of deceased workers,25,45,1,male,male,0,black,white,1,police officer,police officer,0,insurance salesperson,pharmacist,clergy,police officer,07:57.2
31Z0PCVWUKFDLB27SSHEQ9H7OHG7TO,ad468c79-3bd3-46ec-a3f1-918b0758236b,public assistance,veteran's benefits,75,75,0,male,male,0,latino,latino,0,pharmacist,pharmacist,0,stockbroker,congress member,journalist,pharmacist,34:09.0
3KV0LJBBH2LJQZW2S9E89CDFV6ZMRS,98ad9910-3ae7-493f-80d3-f1d61fc710b1,health services,public employees health insurance,45,45,0,male,male,0,latino,white,1,state governor,advertising practitioner,1,state governor,lawyer,nurse,advertising practitioner,28:12.4
3KAKFY4PGU25BEL9W4FKZL3I6E1I3U,53b7bf54-ff0b-430f-b1df-b5e877d5c16e,debt,national debt,25,45,1,male,male,0,white,white,0,business executive,business executive,0,doctor,union leader,lawyer,business executive,15:20.8
3EQHHY4HQSSUT22IKZ3AT6OM72ZG51,5e2c2656-b8bb-4e91-a50c-84bb68221193,environmental protections,animal habitat protection,25,25,0,male,male,0,asian,asian,0,business executive,engineer,1,journalist,engineer,state governor,business executive,30:21.1
